,owner,fuel,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats
354,First Owner,Petrol,2016,4.0,30000,Manual,18.2,1199,82.4,5
355,First Owner,Diesel,2018,16.0,14000,Manual,17.1,1956,170.0,5
356,First Owner,Petrol,2015,9.0,22000,Manual,17.4,1497,117.3,5
357,First Owner,Diesel,2012,4.5,90000,Manual,20.54,1598,103.6,5
358,First Owner,Petrol,2011,2.1,46000,Manual,20.92,998,67.1,5
359,First Owner,Petrol,2018,8.01,20000,Manual,18.6,1197,81.83,5
360,First Owner,Diesel,2014,3.17,15000,Manual,15.42,1405,70.0,7
361,Second Owner,Petrol,2015,6.0,40000,Manual,16.02,1373,93.7,7
362,Second Owner,Petrol,2014,3.3,30000,Manual,18.5,1197,82.85,5
363,Second Owner,Petrol,2017,3.2,15000,Manual,21.1,814,55.2,5
364,Second Owner,Petrol,2007,1.2,110000,Manual,15.3,1341,83.0,5
365,Second Owner,Petrol,2009,1.3,70000,Manual,19.7,796,46.3,5
366,First Owner,Petrol,2015,2.2,80000,Manual,18.2,1199,82.4,5
367,First Owner,Petrol,2015,3.4,110000,Manual,17.57,1193,88.7,5
368,Second Owner,Diesel,2013,2.0,70000,Manual,19.68,1399,67.0,5
369,Second Owner,Petrol,2002,1.4,50000,Manual,19.7,796,46.3,5
370,First Owner,Diesel,2013,10.0,190000,Manual,12.99,2494,100.6,8
371,Second Owner,Diesel,2010,4.95,100000,Manual,13.6,2523,63.0,7
372,First Owner,Petrol,2015,2.36,60000,Manual,22.74,796,47.3,5
373,First Owner,Petrol,2015,3.9,40000,Manual,20.51,998,67.04,5
374,Second Owner,Diesel,2009,2.75,90000,Manual,19.3,1248,73.9,5
375,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
376,First Owner,Diesel,2016,18.0,30000,Automatic,11.36,2755,171.5,7
377,First Owner,Diesel,2016,8.5,58000,Manual,19.67,1582,126.2,5
378,First Owner,Diesel,2018,7.5,5000,Manual,24.3,1248,88.5,5
379,First Owner,Petrol,2018,5.7,25000,Manual,18.6,1197,81.83,5
380,First Owner,Petrol,2018,5.8,32000,Manual,18.9,1197,81.86,5
381,First Owner,Petrol,2016,4.84999,30000,Manual,18.7,1199,88.7,5
382,First Owner,Petrol,2015,3.25,50000,Automatic,19.34,1198,76.0,5
383,First Owner,Petrol,2018,5.5,14200,Manual,18.16,1196,86.8,5
384,First Owner,Petrol,2017,3.0,10000,Manual,21.1,814,55.2,5
385,First Owner,Petrol,2018,2.17,25000,Manual,22.7,799,53.64,5
386,First Owner,Petrol,2018,7.0,19100,Manual,19.0,1194,94.68,5
387,First Owner,Diesel,2018,6.7,35000,Manual,22.71,1461,84.8,5
388,Second Owner,Petrol,2018,5.0,20000,Manual,18.9,1197,81.86,5
389,First Owner,Diesel,2016,6.75,52000,Manual,23.65,1248,88.5,5
390,Second Owner,Diesel,2011,2.2,120000,Manual,23.0,1396,90.0,5
391,First Owner,Diesel,2017,16.5,50000,Manual,17.1,1956,170.0,5
392,Second Owner,Diesel,2013,6.3,120000,Manual,20.77,1248,88.8,7
393,Second Owner,Diesel,2010,2.5,90000,Manual,18.8,1248,90.0,5
394,Second Owner,Diesel,2015,3.0,101500,Manual,21.14,1498,103.52,5
395,First Owner,Diesel,2013,5.25,75000,Automatic,22.32,1582,126.3,5
396,First Owner,Diesel,2016,11.0,100000,Manual,15.4,1997,120.0,7
397,Second Owner,Diesel,2012,4.8,55735,Manual,19.01,1461,108.45,5
398,Second Owner,Diesel,2014,6.05,80000,Manual,15.1,2179,140.0,7
399,Second Owner,Petrol,2016,2.5,50000,Manual,24.7,796,47.3,5
400,Second Owner,Diesel,2013,2.45,70000,Manual,20.0,1399,68.1,5
401,First Owner,Petrol,2020,7.3,1500,Manual,21.21,1197,81.8,5
402,First Owner,Diesel,2012,5.0,76000,Manual,15.96,2523,62.1,7
403,First Owner,Petrol,2015,4.0,40000,Manual,20.51,998,67.04,5
404,Second Owner,Petrol,2015,2.8,60000,Manual,21.1,814,55.2,5
405,Second Owner,Petrol,2015,5.55,20000,Manual,15.8,1499,110.0,5
406,First Owner,Petrol,2018,5.8,30000,Automatic,18.9,1197,81.86,5
407,First Owner,Diesel,2011,1.75,20000,Manual,12.2,1948,68.0,10
408,Second Owner,Diesel,2009,1.8,120000,Manual,18.8,1248,90.0,5
409,First Owner,Petrol,2011,2.0,80000,Manual,19.81,1086,68.05,5
410,First Owner,Diesel,2016,2.6,60000,Manual,19.09,1405,69.01,5
411,First Owner,Petrol,2016,3.5,25000,Manual,23.01,999,67.0,5
412,Second Owner,Diesel,2011,4.09999,50000,Manual,13.6,2523,63.0,7
413,First Owner,Diesel,2017,6.55,126000,Manual,18.49,1493,100.0,7
414,First Owner,Diesel,2015,3.7,170000,Manual,26.59,1248,74.0,5
415,First Owner,Petrol,2013,2.0,24000,Manual,22.74,796,47.3,5
416,Second Owner,Diesel,2017,8.0,100000,Manual,24.52,1248,88.5,7
417,First Owner,Petrol,2019,5.5,10000,Manual,24.0,1199,83.81,5
418,Second Owner,Diesel,2012,3.0,70000,Manual,20.0,1399,68.0,5
419,First Owner,Petrol,2017,2.2,40000,Manual,16.8,796,34.2,8
420,First Owner,Petrol,2011,1.96,110000,Manual,18.9,998,67.1,5
421,Second Owner,Petrol,2008,1.35,80000,Manual,19.81,1086,68.05,5
422,First Owner,Petrol,2015,2.99,16500,Manual,17.57,1193,88.7,5
423,First Owner,Petrol,2017,3.0,30000,Manual,23.95,998,67.05,5
424,First Owner,Diesel,2017,7.2,80000,Manual,24.52,1248,88.5,7
425,First Owner,Petrol,2016,3.0,25000,Manual,23.95,998,67.05,5
426,First Owner,Diesel,2019,7.5,20000,Manual,24.0,1186,73.97,5
427,First Owner,Petrol,2016,2.6,60000,Manual,25.17,799,53.3,5
428,Second Owner,Diesel,2011,3.0,70000,Manual,22.9,1248,74.0,5
429,Second Owner,Diesel,2014,6.0,50000,Manual,15.96,2523,62.1,7
430,Second Owner,Petrol,2004,2.75,100000,Automatic,9.0,2997,218.0,5
431,First Owner,Petrol,2015,2.5,52000,Manual,23.95,998,67.05,5
432,First Owner,Diesel,2014,4.2,80000,Manual,23.4,1248,74.0,5
433,First Owner,Petrol,2015,2.35,50000,Manual,21.1,814,55.2,5
434,First Owner,Diesel,2016,11.0,60000,Manual,15.4,2179,120.0,7
435,First Owner,Petrol,2019,3.6,25000,Manual,23.95,998,67.05,5
436,Second Owner,Diesel,2014,3.8,50000,Manual,24.0,1120,70.0,5
437,First Owner,Diesel,2016,6.5,125000,Manual,22.77,1498,98.59,5
438,First Owner,Petrol,2016,3.5,80000,Manual,20.51,998,67.04,5
439,First Owner,Diesel,2017,7.0,70000,Manual,15.96,2523,63.0,9
440,First Owner,Diesel,2017,4.5,50000,Manual,22.95,1248,74.0,5
441,First Owner,Diesel,2016,6.3,101000,Manual,16.55,2498,105.0,6
442,First Owner,Diesel,2010,2.29999,168000,Manual,14.0,2498,112.0,7
443,First Owner,Diesel,2010,2.29999,168000,Manual,14.0,2498,112.0,7
444,First Owner,Petrol,2011,2.7,40000,Manual,18.9,998,67.1,5
445,Second Owner,Petrol,2009,1.35,28900,Manual,0.0,1172,65.0,5
446,First Owner,Petrol,2012,2.75,20000,Manual,18.9,998,67.1,5
447,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
448,First Owner,Diesel,2019,38.0,20000,Automatic,18.0,1969,190.0,5
449,First Owner,Diesel,2015,6.34,165000,Manual,18.49,1493,100.0,7
450,Second Owner,Petrol,2012,2.35,98500,Manual,19.0,998,66.1,5
451,Second Owner,Diesel,2014,7.0,40000,Manual,16.55,2498,105.0,6
452,First Owner,Diesel,2013,4.0,90000,Manual,20.3,1248,92.0,5
453,Second Owner,Diesel,2009,1.5,110000,Manual,17.1,1493,110.0,5
454,First Owner,Diesel,2018,9.5,77800,Manual,25.1,1248,88.5,5
455,First Owner,Diesel,2015,7.3,100000,Manual,18.49,1493,100.0,7
456,Second Owner,Diesel,2012,1.35,120000,Manual,19.0,1405,71.0,5
457,Second Owner,Petrol,2016,3.5,80000,Manual,19.1,1197,82.0,5
458,Second Owner,Petrol,2018,5.35,21000,Manual,18.15,1198,82.0,6
459,Second Owner,Petrol,2018,4.55,100000,Manual,19.0,1197,85.8,5
460,First Owner,Petrol,2019,6.55,25000,Manual,21.21,1197,81.8,5
461,First Owner,Petrol,2018,11.0,25000,Automatic,17.8,1496,105.5,5
462,First Owner,Diesel,2016,30.0,40000,Automatic,13.0,2143,204.0,5
463,First Owner,Diesel,2012,12.25,160000,Automatic,11.5,2982,169.0,7
464,First Owner,Petrol,2018,3.4,51492,Manual,18.15,1198,82.0,6
465,Second Owner,Diesel,2011,3.0,72000,Manual,20.54,1598,103.6,5
466,First Owner,Petrol,2016,3.7,60000,Manual,18.16,1196,86.8,5
467,Second Owner,Diesel,2013,3.3,136000,Manual,15.96,2523,62.1,7
468,First Owner,Petrol,2014,2.38,60000,Manual,17.92,1086,62.1,5
469,First Owner,Petrol,2013,2.0,90000,Manual,17.92,1086,62.1,5
470,Second Owner,Petrol,2015,3.2,50000,Manual,20.51,998,67.04,5
471,First Owner,Petrol,2010,2.1,20000,Manual,19.81,1086,68.05,5
472,First Owner,Diesel,2011,2.0,120000,Manual,14.0,2489,95.0,8
473,Second Owner,Petrol,2009,1.35,150000,Manual,18.9,1061,67.0,5
474,First Owner,Diesel,2015,3.5,52000,Manual,19.09,1405,69.01,5
475,Second Owner,Diesel,2014,3.5,167000,Manual,13.6,2523,63.0,8
476,First Owner,Diesel,2017,6.8,40000,Manual,28.4,1248,74.02,5
477,Second Owner,Diesel,2010,2.0,190000,Manual,17.8,1248,75.0,5
478,First Owner,Petrol,2016,3.0,50000,Manual,23.01,999,67.0,5
479,Second Owner,Diesel,2011,2.7,70000,Manual,14.0,2498,112.0,7
480,Second Owner,Petrol,2012,2.25,80000,Manual,18.9,998,67.1,5
481,First Owner,Diesel,2008,2.5,120000,Manual,13.6,2523,63.0,8
482,Second Owner,Diesel,2015,5.9,40000,Manual,18.49,1493,100.0,7
483,First Owner,Petrol,2015,2.9,17000,Manual,21.1,814,55.2,5
484,Second Owner,Petrol,2010,1.0,180000,Manual,19.0,998,67.1,5
485,First Owner,Petrol,2016,3.95,50000,Manual,23.1,998,67.04,5
486,Second Owner,Petrol,2014,1.95,65000,Manual,21.1,814,55.2,5
487,Second Owner,Diesel,2009,2.7,70000,Manual,13.6,2523,63.0,8
488,Second Owner,Diesel,2014,6.0,90000,Manual,13.58,2499,72.4,9
489,First Owner,Diesel,2015,7.15,50000,Manual,22.54,1396,88.73,5
490,First Owner,Petrol,2019,6.0,10000,Manual,18.6,1197,81.86,5
491,First Owner,Diesel,2019,8.75,25000,Manual,18.49,1493,100.0,7
492,Second Owner,Diesel,2011,4.2,100000,Manual,13.5,2179,115.0,5
493,Second Owner,Petrol,2007,3.25,70000,Automatic,10.1,2354,152.0,5
494,First Owner,Petrol,2017,3.85,30000,Manual,20.63,1198,67.06,5
495,First Owner,Petrol,2016,3.0,40000,Manual,18.15,1198,82.0,6
496,First Owner,Diesel,2012,3.35,135000,Manual,21.9,1396,88.76,5
497,First Owner,Petrol,2014,3.0,35000,Manual,23.1,998,67.04,5
498,Second Owner,Petrol,2004,0.8,120000,Manual,13.2,1495,94.0,5
499,First Owner,Diesel,2012,4.0,120000,Manual,15.96,2523,62.1,7
500,Second Owner,Diesel,2012,1.68,190000,Manual,19.09,1396,69.0,5
501,First Owner,Diesel,2016,5.5,120000,Manual,15.96,2523,62.1,9
502,Second Owner,Petrol,2011,3.5,25000,Manual,16.95,1498,97.7,5
503,First Owner,Diesel,2013,2.8,80000,Manual,21.02,1248,88.76,5
504,Second Owner,Diesel,2017,5.5,70000,Manual,24.4,1120,71.0,5
505,First Owner,Petrol,2018,5.0,10000,Manual,20.14,1197,81.86,5
506,First Owner,Petrol,2019,7.0,6000,Manual,19.0,1194,94.68,5
507,Second Owner,Diesel,2013,3.8,90000,Manual,20.5,1598,103.5,5
508,Second Owner,Diesel,2012,3.4,110000,Manual,15.96,2523,63.0,9
509,First Owner,Diesel,2014,7.5,50000,Manual,12.99,2494,100.6,7
510,First Owner,Petrol,2018,5.31,20000,Automatic,18.9,1197,81.86,5
511,First Owner,Petrol,2017,3.0,35000,Manual,23.01,999,67.0,5
512,Second Owner,Diesel,2014,3.5,60000,Manual,20.14,1498,88.8,5
513,First Owner,Petrol,2015,4.5,30000,Manual,20.4,1197,81.8,5
514,First Owner,Diesel,2017,16.25,54000,Manual,16.0,2179,140.0,7
515,First Owner,Petrol,2018,4.5,30000,Manual,18.9,1197,81.86,5
516,First Owner,Diesel,2017,3.6,50000,Manual,27.28,1047,69.0,5
517,First Owner,Petrol,2020,3.9,6000,Manual,23.95,998,67.05,5
518,Second Owner,Petrol,2011,1.45,50000,Manual,15.37,1196,73.0,7
519,First Owner,Diesel,2013,3.0,90000,Manual,25.0,1396,69.0,5
520,First Owner,Petrol,2017,5.65,80000,Manual,18.16,1196,86.8,5
521,Second Owner,Diesel,2011,4.41,70000,Manual,10.5,2609,120.0,7
522,Second Owner,Petrol,2011,1.8,80000,Manual,21.1,814,55.2,5
523,Second Owner,Petrol,2013,2.0,80000,Manual,21.1,814,55.2,5
524,Second Owner,Petrol,2005,0.85,150000,Manual,19.7,796,46.3,5
525,Second Owner,Diesel,2016,7.0,110000,Manual,24.3,1248,88.5,5
526,First Owner,Petrol,2019,6.0,20000,Manual,18.9,1197,81.86,5
527,First Owner,Diesel,2011,2.5,120000,Manual,13.0,2489,95.0,8
528,First Owner,Diesel,2016,6.0,120000,Manual,15.96,2523,63.0,9
529,Second Owner,Diesel,2010,2.0,80000,Manual,20.4,1248,91.2,5
530,Second Owner,Diesel,2015,4.25,91500,Manual,24.0,1120,70.0,5
531,Second Owner,Diesel,2012,4.2,120000,Manual,19.3,1248,73.9,5
532,Second Owner,Diesel,2012,3.21,100000,Manual,23.0,1396,90.0,5
533,First Owner,Petrol,2017,4.9,80000,Manual,17.8,1198,86.7,5
534,First Owner,Diesel,2015,6.8,90000,Manual,15.4,2523,75.0,7
535,First Owner,Petrol,2016,2.98,70000,Manual,23.95,998,67.05,5
536,First Owner,Diesel,2012,2.5,40000,Manual,22.3,1248,74.0,5
537,First Owner,Petrol,2017,5.0,20000,Manual,18.9,1197,82.0,5
538,First Owner,Petrol,2019,6.81,10000,Manual,19.0,1194,94.68,5
539,Second Owner,Diesel,2014,6.5,90000,Manual,15.1,2179,140.0,7
540,Second Owner,Petrol,2008,0.8,70000,Manual,15.26,1150,74.9,5
541,First Owner,Diesel,2009,2.9,120000,Manual,13.6,2523,63.0,7
542,Second Owner,Diesel,2006,2.2,120000,Manual,10.5,2179,120.0,8
543,Second Owner,Petrol,2009,1.2,90000,Manual,0.0,1086,62.0,5
544,First Owner,Petrol,2017,2.29999,80000,Manual,22.7,799,53.0,5
545,Second Owner,Diesel,2003,1.5,132478,Manual,13.6,2523,63.0,7
546,First Owner,Petrol,2014,5.0,45000,Manual,19.1,1197,85.8,5
547,First Owner,Diesel,2013,1.75,120000,Manual,19.09,1396,69.0,5
548,First Owner,Petrol,2019,7.2,10000,Manual,19.0,1194,94.68,5
549,First Owner,Petrol,2012,1.0,51000,Manual,16.1,796,37.0,4
550,Second Owner,Petrol,2009,2.5,105000,Automatic,12.9,1799,130.0,5
551,First Owner,Diesel,2014,8.1,100000,Manual,15.1,2179,140.0,7
552,Second Owner,Diesel,2016,4.09999,60000,Manual,12.2,1994,105.3,10
553,Second Owner,Diesel,2013,4.3,86000,Manual,22.9,1248,74.0,5
554,First Owner,Petrol,2015,3.0,15000,Manual,20.62,1198,67.0,7
555,First Owner,Petrol,2018,4.0,60000,Manual,23.01,999,67.0,5
556,First Owner,Diesel,2016,4.2,70000,Manual,18.2,1248,73.74,7
557,First Owner,Petrol,2015,4.3,5000,Manual,20.51,998,67.04,5
558,First Owner,Petrol,2017,5.73,30000,Manual,20.4,1197,81.8,5
559,First Owner,Petrol,2015,2.1,40000,Manual,21.1,814,55.2,5
560,First Owner,Diesel,2015,6.0,60000,Manual,19.01,1461,108.45,5
561,First Owner,Petrol,2019,5.5,15000,Manual,20.3,1199,84.0,5
562,Second Owner,Diesel,2011,3.2,110000,Manual,19.3,1248,73.9,5
563,First Owner,Diesel,2019,8.0,10000,Manual,27.4,1498,98.63,5
564,First Owner,Petrol,2013,5.0,60000,Manual,16.02,1373,93.7,7
565,Second Owner,Diesel,2011,2.29999,110000,Manual,18.8,1248,90.0,5
566,First Owner,Petrol,2013,5.0,60000,Manual,16.02,1373,93.7,7
567,First Owner,Petrol,2015,6.3,35000,Manual,18.6,1197,81.83,5
568,Second Owner,Petrol,2016,1.9,70000,Manual,16.8,796,34.2,8
569,Second Owner,Diesel,2011,2.29999,110000,Manual,18.8,1248,90.0,5
570,Second Owner,Diesel,2011,4.5,100000,Manual,13.6,2523,63.0,7
571,First Owner,Petrol,2008,0.95,120000,Manual,19.7,796,46.3,5
572,Second Owner,Diesel,2016,5.0,70000,Manual,25.8,1498,98.6,5
573,Second Owner,Diesel,2014,10.19999,88000,Manual,12.99,2494,100.6,7
574,First Owner,Petrol,2012,2.44,38000,Manual,21.1,814,55.2,5
575,Second Owner,Petrol,2013,2.5,90000,Manual,20.51,998,67.04,5
576,First Owner,Petrol,2016,6.6,60000,Manual,21.4,1197,83.1,5
577,First Owner,Petrol,2010,2.7,60000,Manual,18.5,1197,80.0,5
578,First Owner,Diesel,2012,2.8,156060,Manual,23.2,1248,73.94,5
579,First Owner,Diesel,2017,10.5,60000,Manual,19.67,1582,126.2,5
580,First Owner,Petrol,2017,5.25,70000,Manual,20.85,1197,83.14,5
581,First Owner,Diesel,2017,8.5,35000,Manual,23.9,1582,126.2,5
582,First Owner,Diesel,2016,11.65,50000,Manual,16.0,1997,140.0,7
583,Second Owner,Petrol,2012,3.45,50000,Manual,18.6,1197,85.8,5
584,Second Owner,Petrol,2007,0.95,100000,Manual,17.8,1086,63.0,5
585,First Owner,Petrol,2015,2.41,15000,Manual,22.74,796,47.3,5
586,First Owner,Petrol,2015,2.35,20000,Manual,22.74,796,47.3,5
587,First Owner,Diesel,2015,6.15,80000,Manual,22.77,1498,98.59,5
588,Second Owner,Diesel,2014,3.5,110000,Manual,20.8,1461,64.1,5
589,First Owner,Petrol,2014,3.5,35000,Manual,20.51,998,67.04,5
590,First Owner,Petrol,2014,3.8,35000,Manual,20.51,998,67.04,5
591,First Owner,Diesel,2017,4.0,140000,Manual,14.07,2956,69.01,7
592,First Owner,Petrol,2010,2.2,40000,Manual,19.0,998,67.1,5
593,Second Owner,Petrol,2012,2.75,70000,Manual,18.5,1197,85.8,5
594,Second Owner,Diesel,2009,1.25,100000,Manual,17.0,1405,71.0,5
595,First Owner,Petrol,2015,3.6,20000,Manual,19.81,1086,68.05,5
596,First Owner,Petrol,2019,5.5,15000,Manual,18.9,1197,81.86,5
597,Second Owner,Petrol,2011,2.0,70000,Manual,16.6,1388,68.0,5
598,First Owner,Petrol,2016,3.27,20000,Manual,18.15,1198,82.0,6
599,First Owner,Petrol,2016,4.25,15000,Manual,19.81,1086,68.05,5
600,First Owner,Diesel,2017,6.2,107000,Manual,28.4,1248,74.02,5
601,Second Owner,Diesel,2011,1.3,54000,Manual,18.4,1248,75.0,5
602,First Owner,Petrol,2009,1.2,58000,Manual,19.7,796,46.3,5
603,Second Owner,Diesel,2011,4.0,110000,Manual,12.05,2179,120.0,8
604,Second Owner,Petrol,2015,2.04999,43000,Manual,20.3,998,68.05,5
605,First Owner,Diesel,2017,6.25,43000,Manual,28.4,1248,74.02,5
606,First Owner,Diesel,2013,6.0,60000,Manual,20.77,1248,88.8,7
607,First Owner,Petrol,2011,1.5,150000,Manual,12.8,1396,85.0,5
608,First Owner,Petrol,2017,3.0,35000,Manual,23.01,999,67.0,5
609,First Owner,Petrol,2013,2.29999,46000,Manual,18.2,1199,84.8,5
610,First Owner,Petrol,2018,2.2,10000,Manual,16.8,796,34.2,8
611,First Owner,Petrol,2016,5.76,35000,Manual,18.6,1197,81.83,5
612,First Owner,Petrol,2016,2.65,50000,Manual,25.17,799,53.3,5
613,First Owner,Diesel,2011,3.0,80000,Manual,22.32,1582,126.32,5
614,First Owner,Diesel,2017,4.2,110000,Manual,24.7,1047,69.0,5
615,First Owner,Diesel,2015,7.5,14000,Manual,20.77,1248,88.76,7
616,First Owner,Petrol,2017,2.9,28000,Manual,25.17,799,53.3,5
617,First Owner,Petrol,2011,1.6,57000,Manual,21.1,814,55.2,5
618,First Owner,Diesel,2017,6.95,50000,Manual,26.59,1248,74.0,5
619,First Owner,Diesel,2015,10.5,60000,Manual,21.43,1364,87.2,5
620,First Owner,Petrol,2013,4.0,70000,Manual,18.5,1197,82.85,5
621,First Owner,Petrol,2016,5.0,40000,Manual,18.6,1197,81.83,5
622,Second Owner,Diesel,2010,1.5,120000,Manual,21.12,1248,88.8,5
623,Second Owner,Diesel,2016,4.0,140000,Manual,14.02,2179,118.3,7
624,Second Owner,Diesel,2010,1.2,100000,Manual,17.0,1405,70.0,5
625,Second Owner,Diesel,2014,4.8,120000,Manual,14.02,2179,118.3,7
626,Second Owner,Diesel,2013,2.0,120000,Manual,19.09,1405,69.01,5
627,Second Owner,Diesel,2012,3.0,64000,Manual,17.8,1399,67.0,5
628,First Owner,Petrol,2015,3.5,25000,Manual,23.1,998,67.04,5
629,First Owner,Petrol,2019,5.8,12000,Manual,20.0,999,72.0,7
630,Second Owner,Diesel,2012,2.0,70000,Manual,25.44,936,57.6,5
631,First Owner,Diesel,2016,7.5,120000,Manual,11.0,2179,120.0,5
632,First Owner,Petrol,2016,2.61,90000,Manual,25.17,799,53.3,5
633,First Owner,Petrol,2015,3.71,40000,Manual,18.2,1199,82.4,5
634,Second Owner,Diesel,2012,2.04999,120000,Manual,19.09,1396,69.0,5
635,Second Owner,Petrol,2003,1.1,90000,Manual,13.2,1495,94.0,5
636,Second Owner,Diesel,2016,6.25,90000,Manual,15.96,2523,62.1,7
637,Second Owner,Diesel,2017,13.0,50000,Manual,15.4,1997,120.0,7
638,First Owner,Diesel,2015,9.0,168000,Manual,20.6,1968,141.0,5
639,Second Owner,Diesel,2010,1.8,110000,Manual,20.0,1399,68.0,5
640,Second Owner,Diesel,2010,4.21,120000,Manual,13.6,2523,63.0,7
641,Second Owner,Diesel,2012,2.04999,120000,Manual,19.09,1396,69.0,5
642,First Owner,Diesel,2017,9.0,40000,Manual,25.5,1498,98.6,5
643,Second Owner,Petrol,2006,1.65,110000,Manual,17.7,1497,78.0,5
644,First Owner,Diesel,2017,7.5,40000,Manual,24.3,1248,88.5,5
645,First Owner,Petrol,2019,7.5,30000,Manual,18.6,1197,81.86,5
646,Second Owner,Diesel,2011,1.9,90000,Manual,20.0,1399,68.0,5
647,Second Owner,Diesel,2010,8.0,125000,Manual,11.5,2982,171.0,7
648,First Owner,Petrol,2011,3.15,80000,Manual,17.0,1197,80.0,5
649,Second Owner,Diesel,2014,16.0,44000,Automatic,16.55,1968,147.51,5
650,First Owner,Diesel,2013,4.09999,90000,Manual,23.59,1364,67.04,5
651,First Owner,Petrol,2018,5.8,32000,Manual,18.9,1197,81.86,5
652,First Owner,Petrol,2013,3.4,70000,Manual,18.5,1197,82.85,5
653,First Owner,Petrol,2015,2.7,43000,Manual,21.1,814,55.2,5
654,First Owner,Diesel,2017,2.8,80000,Manual,22.95,1248,74.0,5
655,First Owner,Diesel,2012,1.3,60000,Manual,22.3,1248,74.0,5
656,First Owner,Petrol,2014,2.6,18945,Manual,21.1,814,55.2,5
657,First Owner,Diesel,2018,7.1,70000,Manual,24.0,1186,73.97,5
658,First Owner,Petrol,2017,3.0,60000,Manual,20.62,1198,67.0,7
659,Second Owner,Diesel,2009,1.8,144000,Manual,19.3,1248,73.9,5
660,First Owner,Diesel,2016,7.0,120000,Manual,18.49,1493,100.0,7
661,Second Owner,Diesel,2012,3.2,107825,Manual,21.9,1396,90.0,5
662,First Owner,Petrol,2020,3.7,15000,Manual,22.05,796,47.3,5
663,First Owner,Petrol,2018,3.4,10000,Manual,25.17,799,53.3,5
664,First Owner,Petrol,2019,10.4,1620,Manual,19.01,1462,103.2,6
665,First Owner,Diesel,2018,7.5,30000,Manual,21.19,1396,88.76,5
666,First Owner,Diesel,2018,6.0,70000,Manual,18.49,2179,120.0,9
667,First Owner,Diesel,2016,5.5,70000,Manual,15.96,2523,63.0,9
668,Second Owner,Diesel,2013,6.0,95000,Manual,12.99,2494,100.57,7
669,First Owner,Diesel,2017,5.5,50000,Manual,24.7,1047,69.0,5
670,First Owner,Diesel,2015,7.5,160000,Manual,25.1,1498,98.6,5
671,First Owner,Petrol,2019,4.5,10000,Manual,20.3,1086,68.0,5
672,Second Owner,Diesel,2016,5.2,50000,Manual,25.2,1248,74.0,5
673,Second Owner,Petrol,2013,1.99,60000,Manual,20.2,998,67.1,5
674,First Owner,Diesel,2012,1.5,110000,Manual,25.44,936,57.6,5
675,Second Owner,Diesel,2011,2.5,85000,Manual,21.5,1248,88.8,5
676,Second Owner,Petrol,2010,2.0,90000,Manual,18.9,1061,67.0,5
677,Second Owner,Diesel,2011,1.3,90000,Manual,25.0,1396,69.0,5
678,First Owner,Petrol,2007,0.9,90000,Manual,16.1,796,37.0,4
679,Second Owner,Diesel,2012,4.5,120000,Manual,22.32,1582,126.32,5
680,First Owner,Diesel,2009,2.8,120000,Manual,18.1,1493,110.0,5
681,Second Owner,Diesel,2007,2.8,160000,Manual,13.93,2956,138.1,7
682,Second Owner,Petrol,2006,1.2,141000,Manual,17.3,993,60.0,5
683,Second Owner,Diesel,2008,2.9,100000,Manual,17.8,1248,75.0,5
684,First Owner,Diesel,2019,10.0,15000,Manual,22.1,1396,88.7,5
685,First Owner,Diesel,2012,4.15,108000,Manual,19.3,1248,73.9,5
686,First Owner,Diesel,2012,4.15,108000,Manual,23.4,1248,74.0,5
687,First Owner,Diesel,2015,2.4,55000,Manual,25.44,936,56.3,5
688,First Owner,Diesel,2010,2.5,37944,Manual,18.4,1248,75.0,5
689,First Owner,Diesel,2011,1.75,90400,Manual,20.0,1399,68.0,5
690,Second Owner,Diesel,2008,2.2,85000,Manual,16.8,1493,110.0,5
691,First Owner,Petrol,2019,6.75,5000,Manual,21.21,1197,81.8,5
692,First Owner,Diesel,2016,5.35,50000,Manual,19.87,1461,83.8,5
693,First Owner,Petrol,2019,6.75,5000,Manual,20.0,999,72.0,7
